sample_time,profile_name,pressure_depth,salinity_gkg,temperature_C,phosphate_concentration,nitrate_concentration,oxygen_concentration
01/02/2025 06:00,ARGO_LS_1,0.0,34.37988114190279,9.656556165389047,0.2014036721710144,0.01614408044086124,297.5652475506568
01/02/2025 06:00,ARGO_LS_1,5.0,34.40950924746879,9.518942983631929,0.23701785191976155,0.5084123288193552,295.61786171342607
01/02/2025 06:00,ARGO_LS_1,10.0,34.438405832501935,9.368113405293329,0.27165636259221937,0.9855350754252483,293.71592081480236
01/02/2025 06:00,ARGO_LS_1,15.0,34.46658895830853,9.203420756644592,0.3053459331528941,1.4479782983603147,291.8584036636723
01/02/2025 06:00,ARGO_LS_1,20.0,34.494076240259645,9.024330147546658,0.33811256031233367,1.896193639087334,290.0443120160604
01/02/2025 06:00,ARGO_LS_1,25.0,34.52088485880128,8.830453163006434,0.36998152858760674,2.330618843522101,288.27267005948596
01/02/2025 06:00,ARGO_LS_1,30.0,34.54703157019272,8.621583997357133,0.40097742981321605,2.7516781895544553,286.54252390890497
01/02/2025 06:00,ARGO_LS_1,37.5,34.58504620008631,8.280265471735033,0.445886422175189,3.359102306836126,284.0230753264551
01/02/2025 06:00,ARGO_LS_1,50.0,34.64532020221711,7.640372377364152,0.516699005254958,4.310294017294593,280.01855984106834
01/02/2025 06:00,ARGO_LS_1,62.5,34.701942387166824,6.92521708393914,0.5827609109559833,5.1900025418531985,276.2455868543402
01/02/2025 06:00,ARGO_LS_1,75.0,34.755134007353625,6.160679119347785,0.6443908529104376,6.003599926767404,272.6913673083886
01/02/2025 06:00,ARGO_LS_1,90.0,34.81472735995666,5.226820376752242,0.712913814544591,6.8996188847460935,268.6980934084434
01/02/2025 06:00,ARGO_LS_1,100.0,34.85204435024763,4.623992073591678,0.755524225212352,7.451961224137017,266.19152525528216
01/02/2025 06:00,ARGO_LS_1,125.0,34.93756742768,3.2994355169339404,0.8522463469919555,8.690810292095033,260.4301617387087
01/02/2025 06:00,ARGO_LS_1,150.0,35.01304127861358,2.329057365927118,0.9364260011118128,9.750454053612078,255.3279512200293
01/02/2025 06:00,ARGO_LS_1,175.0,35.07964671828858,1.6995758356804256,1.0096896355044271,10.656815393636142,250.8140891138476
01/02/2025 06:00,ARGO_LS_1,200.0,35.13842581249706,1.3228441173858911,1.0734527880207372,11.43206733067782,246.82537648827875
01/02/2025 06:00,ARGO_LS_1,250.0,35.23607538567057,0.9892216560426781,1.1772458007605293,12.662361886023296,240.20381809404452
01/02/2025 06:00,ARGO_LS_1,300.0,35.31212494972468,0.8892867627691845,1.2558653884821842,13.562464610922007,235.08087194283584
01/02/2025 06:00,ARGO_LS_1,400.0,35.417478802018856,0.8519388869148878,1.3605252419825498,14.702784102458482,228.17410255702313
01/02/2025 06:00,ARGO_LS_1,500.0,35.481379143554115,0.848860742521369,1.4205741909422631,15.313153142466343,224.33801986221556
01/02/2025 06:00,ARGO_LS_1,750.0,35.55165984687558,0.8485859171887205,1.4812486624923022,15.86878917477737,221.79166018460387
01/02/2025 06:00,ARGO_LS_1,1000.0,35.57179560550389,0.8485853866364113,1.4963779759896998,15.985256814261218,223.52062873223468
01/02/2025 06:00,ARGO_LS_1,1250.0,35.57756459693932,0.8485853856122043,1.50015050372756,16.00966975773164,226.62190973576608
01/02/2025 06:00,ARGO_LS_1,1500.0,35.57921744065862,0.8485853856102272,1.5010911918516692,16.014786988676917,230.163681241407
01/02/2025 06:00,ARGO_LS_1,2000.0,35.57982666198708,0.8485853856102232,1.5013842432309323,16.016084453990107,237.57538925290248
15/04/2025 06:00,ARGO_LS_2,0.0,34.20950297403109,10.250610005977014,0.46900321245709375,0.08140672521535164,298.84745474466604
15/04/2025 06:00,ARGO_LS_2,5.0,34.23867808258231,10.141735167130213,0.504066150339687,0.5596336206401382,296.9175326590471
15/04/2025 06:00,ARGO_LS_2,10.0,34.267166750037575,10.021616817596135,0.5382184144349036,1.0239998516099145,295.03061797502545
15/04/2025 06:00,ARGO_LS_2,15.0,34.2949851271981,9.889508163109303,0.571483657260105,1.4749071479750389,293.18578583827525
15/04/2025 06:00,ARGO_LS_2,20.0,34.322148984863965,9.744711767904246,0.6038849170165437,1.9127455960695534,291.38213128303624
15/04/2025 06:00,ARGO_LS_2,25.0,34.34867372277493,9.586606825201459,0.6354446335447175,2.3378939761804394,289.6187688044193
15/04/2025 06:00,ARGO_LS_2,30.0,34.37457437834087,9.414679840467443,0.6661846638653213,2.7507200902358533,287.894831939909
15/04/2025 06:00,ARGO_LS_2,37.5,34.41228723298779,9.130104347180254,0.710804216545023,3.3476334213952748,285.38100003840134
15/04/2025 06:00,ARGO_LS_2,50.0,34.4722247156269,8.58412722385651,0.7813655015555505,4.285791244492923,281.37665516892383
15/04/2025 06:00,ARGO_LS_2,62.5,34.52869859693126,7.953906232977878,0.8474340059727881,5.157441951227526,277.59338668394486
15/04/2025 06:00,ARGO_LS_2,75.0,34.581909027685924,7.255564228567533,0.9092957942789297,5.967300309645598,274.01950022243193
15/04/2025 06:00,ARGO_LS_2,90.0,34.64171854269258,6.365964869008463,0.9783529949126311,6.863710114331219,269.99166767011855
15/04/2025 06:00,ARGO_LS_2,100.0,34.67928297858793,5.7690704605048015,1.021453568690431,7.418851570683167,267.45615620846974
15/04/2025 06:00,ARGO_LS_2,125.0,34.76572821525188,4.390428601773156,1.1197834176507655,8.671893321741734,261.60486328167565
15/04/2025 06:00,ARGO_LS_2,150.0,34.842471316180465,3.3172498975494844,1.205990185280515,9.753573088788745,256.39228258465823
15/04/2025 06:00,ARGO_LS_2,175.0,34.910601195482315,2.590194570886715,1.2815685255682898,10.687325788928575,251.75262891467315
15/04/2025 06:00,ARGO_LS_2,200.0,34.971084553562974,2.1427967106789367,1.3478288166998118,11.493381454921757,247.62689272270305
15/04/2025 06:00,ARGO_LS_2,250.0,35.0724481992379,1.7386324846445427,1.4568489002726466,12.789867193110574,240.71089750685377
15/04/2025 06:00,ARGO_LS_2,300.0,35.15233568884329,1.616078075666624,1.5406439743176918,13.755993866626344,235.28295307204758
15/04/2025 06:00,ARGO_LS_2,400.0,35.26491895383496,1.5700982169891797,1.654554833777657,15.012436958479217,227.78505243373738
15/04/2025 06:00,ARGO_LS_2,500.0,35.334849503713066,1.5663042890155845,1.721850808135768,15.710147814699393,223.42450358226847
15/04/2025 06:00,ARGO_LS_2,750.0,35.414639555942365,1.565965524266343,1.7929408701133491,16.381199900856576,219.91447265661236
15/04/2025 06:00,ARGO_LS_2,1000.0,35.43890183027628,1.565964870273409,1.812011664556787,16.535401144054536,221.05040057383837
15/04/2025 06:00,ARGO_LS_2,1250.0,35.44627941607059,1.5659648690109056,1.8171276426638048,16.570835090083918,223.7531377840129
15/04/2025 06:00,ARGO_LS_2,1500.0,35.44852276603042,1.5659648690084684,1.818500067502692,16.578977466274758,226.9842678283665
15/04/2025 06:00,ARGO_LS_2,2000.0,35.44941234157229,1.5659648690084635,1.8189670037592847,16.581278451670023,233.86301473034263
01/07/2025 06:00,ARGO_LS_3,0.0,34.62502545044239,8.736377486234952,0.034735354643414956,2.492266821028328,299.2151482733178
01/07/2025 06:00,ARGO_LS_3,5.0,34.65378827123856,8.651361528365808,0.06930147780374929,2.957990710050406,297.3008376811169
01/07/2025 06:00,ARGO_LS_3,10.0,34.68190476401899,8.557057665358586,0.10301416034241534,3.4109558496133157,295.4273361557951
01/07/2025 06:00,ARGO_LS_3,15.0,34.70938945239062,8.4527192781304,0.135894473783441,3.851511772329832,293.5938023034115
01/07/2025 06:00,ARGO_LS_3,20.0,34.7362565336011,8.33760585982691,0.16796296939307165,4.279998435184041,291.7994120777328
01/07/2025 06:00,ARGO_LS_3,25.0,34.76251988587238,8.211001732610363,0.19923969102498135,4.696746481860689,290.0433584225617
01/07/2025 06:00,ARGO_LS_3,30.0,34.78819307556953,8.07223852053885,0.22974418764833404,5.102077497887887,288.32485092143895
01/07/2025 06:00,ARGO_LS_3,37.5,34.82562523318659,7.840021247880588,0.2740945891908545,5.689348936467534,285.8157996948304
01/07/2025 06:00,ARGO_LS_3,50.0,34.885245008978764,7.385431465237551,0.3444142583434482,6.615359638279898,281.8110375037788
01/07/2025 06:00,ARGO_LS_3,62.5,34.94157173590112,6.845341154082269,0.4104734741181165,7.479246097447152,278.0177648715656
01/07/2025 06:00,ARGO_LS_3,75.0,34.99478730277688,6.2267374973580925,0.4725303643360539,8.285176107620783,274.4252486521955
01/07/2025 06:00,ARGO_LS_3,90.0,35.05478053157609,5.406296550579736,0.5420559423729323,9.18124560591356,270.3649190372512
01/07/2025 06:00,ARGO_LS_3,100.0,35.09256283419883,4.834272742430394,0.5855924310457282,9.73845866849197,267.8022487725604
01/07/2025 06:00,ARGO_LS_3,125.0,35.17983555976788,3.4418079875026946,0.6853693547168286,11.003286414840632,261.86657904646677
01/07/2025 06:00,ARGO_LS_3,150.0,35.257733664922426,2.283114019623236,0.7734221808059945,12.104097276407998,256.5502454111409
01/07/2025 06:00,ARGO_LS_3,175.0,35.32726414821035,1.4575437522504229,0.8511285270935033,13.062160187696032,251.7919801092805
01/07/2025 06:00,ARGO_LS_3,200.0,35.38932583888511,0.9321679986258349,0.9197041370033957,13.895986028293931,247.5365762899973
01/07/2025 06:00,ARGO_LS_3,250.0,35.49416578049199,0.4456645456026298,1.033628639039149,15.253279271814291,240.34029209336728
01/07/2025 06:00,ARGO_LS_3,300.0,35.57769212575362,0.29584697093381496,1.1223531304356134,16.28138157278978,234.61960877189605
01/07/2025 06:00,ARGO_LS_3,400.0,35.69725506812963,0.239358305890091,1.2452659581121575,17.6500104262561,226.54720614572372
01/07/2025 06:00,ARGO_LS_3,500.0,35.77314602201133,0.23469040282245657,1.3198163565699566,18.43526591265235,221.6685375319536
01/07/2025 06:00,ARGO_LS_3,750.0,35.862694248537366,0.2342735487411598,1.4018105104450025,19.22870130984517,217.1830939011649
01/07/2025 06:00,ARGO_LS_3,1000.0,35.89143780697106,0.2342727439869401,1.4253022288446955,19.426546178657293,217.7035182188227
01/07/2025 06:00,ARGO_LS_3,1250.0,35.900664032698614,0.2342727424333988,1.4320327188526965,19.47587923369085,219.99034354374922
01/07/2025 06:00,ARGO_LS_3,1500.0,35.90362550461839,0.23427274243039986,1.4339610365252082,19.4881805399292,222.90047187039565
01/07/2025 06:00,ARGO_LS_3,2000.0,35.90488121289934,0.2342727424303941,1.4346717947417478,19.49201275027341,229.23822374305408
15/09/2025 06:00,ARGO_LS_4,0.0,34.19326506554837,10.35129589409682,0.32552853772547513,2.484915543298092,299.8186369137875
15/09/2025 06:00,ARGO_LS_4,5.0,34.221651056441026,10.28564753359935,0.3596445920797224,2.939435108442819,297.9183055711563
15/09/2025 06:00,ARGO_LS_4,10.0,34.249426619698106,10.212506431441144,0.3929579532169339,3.382149643010441,296.0567913898675
15/09/2025 06:00,ARGO_LS_4,15.0,34.27660488228424,10.13118681956631,0.4254875071546422,3.813365753707496,294.23332573862814
15/09/2025 06:00,ARGO_LS_4,20.0,34.30319868887472,10.040983124515924,0.4572516955542412,4.233382083883556,292.44715520606445
15/09/2025 06:00,ARGO_LS_4,25.0,34.32922060792606,9.941181188906356,0.48826852617593736,4.642489520359882,290.6975412993475
15/09/2025 06:00,ARGO_LS_4,30.0,34.354682937615884,9.83107270183345,0.5185555830877118,5.040971394886227,288.9837601487861
15/09/2025 06:00,ARGO_LS_4,37.5,34.391853454927606,9.645099420115354,0.5626552921506494,5.619373003697176,286.4787265798682
15/09/2025 06:00,ARGO_LS_4,50.0,34.451173188558904,9.27471380613215,0.6327434774947742,6.534056327907716,282.4729814685077
15/09/2025 06:00,ARGO_LS_4,62.5,34.50735506382957,8.823442474784532,0.6987814838587334,7.390499903686723,278.66991443785656
15/09/2025 06:00,ARGO_LS_4,75.0,34.56056506521879,8.290966660593785,0.7610033585315361,8.19241197432189,275.05964076127754
15/09/2025 06:00,ARGO_LS_4,90.0,34.62071494660646,7.557700530204405,0.8309419043054447,9.087597908462465,270.96859319481956
15/09/2025 06:00,ARGO_LS_4,100.0,34.6586899479976,7.027211623423108,0.8748680591830704,9.646309050026536,268.38032147131577
15/09/2025 06:00,ARGO_LS_4,125.0,34.74670829921662,5.664592336032272,0.9759532149594694,10.920955240253095,262.3651722253382
15/09/2025 06:00,ARGO_LS_4,150.0,34.825661057496866,4.446742923684043,1.0656931313678932,12.038450376194293,256.9509888870961
15/09/2025 06:00,ARGO_LS_4,175.0,34.89648194829665,3.5278032891178412,1.1453611353902118,13.018169602146928,252.08058198913704
15/09/2025 06:00,ARGO_LS_4,200.0,34.96000852650526,2.919133706740249,1.2160876428232452,13.877099301999992,247.70220436139246
15/09/2025 06:00,ARGO_LS_4,250.0,35.068106523117315,2.338006046240021,1.3346177123624667,15.290322607573776,240.2387015897603
15/09/2025 06:00,ARGO_LS_4,300.0,35.155083798966174,2.155540287268751,1.4280345348849004,16.376555048898435,234.23686389309552
15/09/2025 06:00,ARGO_LS_4,400.0,35.281376582219615,2.0863035151401705,1.559684320560642,17.853177301157242,225.6063921952584
15/09/2025 06:00,ARGO_LS_4,500.0,35.36313921107917,2.0805713787659035,1.6414579474342412,18.725532524317938,220.21682995421216
15/09/2025 06:00,ARGO_LS_4,750.0,35.462636424217514,2.0800594059375115,1.7347608310894658,19.647070364768066,214.74755668220607
15/09/2025 06:00,ARGO_LS_4,1000.0,35.496190995714954,2.0800584175398327,1.7631320389799305,19.89428436681263,214.63188516377218
15/09/2025 06:00,ARGO_LS_4,1250.0,35.50750698369957,2.080058415631776,1.7717590546265032,19.960602601533232,216.48569366669696
15/09/2025 06:00,ARGO_LS_4,1500.0,35.511323202424876,2.0800584156280926,1.7743823267569514,19.978393293889177,219.0640333792775
15/09/2025 06:00,ARGO_LS_4,2000.0,35.513044214138766,2.0800584156280855,1.7754225562212351,19.984446171289452,224.85184771394987
30/11/2025 06:00,ARGO_LS_5,0.0,34.403674516061145,10.970763672547347,0.04555381759024785,4.814586379618644,298.4583167736918
30/11/2025 06:00,ARGO_LS_5,5.0,34.431714749450656,10.920553036920383,0.07926024821075972,5.259007963108656,296.5705189344325
30/11/2025 06:00,ARGO_LS_5,10.0,34.459176854392716,10.864413145777243,0.11220926318782154,5.692456738605792,294.7197256387441
30/11/2025 06:00,ARGO_LS_5,15.0,34.48607275063482,10.801748801666022,0.14441788237332415,6.115203625704693,292.9052320596923
30/11/2025 06:00,ARGO_LS_5,20.0,34.51241411216527,10.731932295060462,0.1759027431668544,6.527512854971372,291.12634679520806
30/11/2025 06:00,ARGO_LS_5,25.0,34.53821237228019,10.654309029179938,0.2066801091097621,6.929642133095925,289.3823916123835
30/11/2025 06:00,ARGO_LS_5,30.0,34.563478728546094,10.56820550208639,0.23676587828611212,7.321842803967604,287.67270119663857
30/11/2025 06:00,ARGO_LS_5,37.5,34.60040487092305,10.421659594462604,0.28063168799360944,7.892062252371437,285.17098776182615
30/11/2025 06:00,ARGO_LS_5,50.0,34.65944108529628,10.125544543772715,0.3504986127500554,8.796172284333355,281.1637194057065
30/11/2025 06:00,ARGO_LS_5,62.5,34.715481197585966,9.756905601082117,0.4165064958621913,9.64550505857909,277.35100452024994
30/11/2025 06:00,ARGO_LS_5,75.0,34.768677260693714,9.310426896926984,0.4788684882947178,10.443379361381144,273.72371085735614
30/11/2025 06:00,ARGO_LS_5,90.0,34.828961096905424,8.674242080312208,0.5491730532938048,11.337279650426723,269.6034888089061
30/11/2025 06:00,ARGO_LS_5,100.0,34.86710725898854,8.197799389334486,0.593449189179825,11.897034504791243,266.99098140267716
30/11/2025 06:00,ARGO_LS_5,125.0,34.9558000801082,6.906982270899356,0.6957219144560496,13.17988066627682,260.9006907095805
30/11/2025 06:00,ARGO_LS_5,150.0,35.035718973275316,5.664039934165606,0.7870087564340391,14.31198843028038,255.39394273120064
30/11/2025 06:00,ARGO_LS_5,175.0,35.107731898385005,4.66437207422609,0.868489791537068,15.311070025405492,250.4172407591677
30/11/2025 06:00,ARGO_LS_5,200.0,35.17262095249152,3.9704455522246946,0.9412183352965482,16.19275643853268,245.9219924352717
30/11/2025 06:00,ARGO_LS_5,250.0,35.28377664527711,3.2826868609295947,1.064077641867119,17.65750003613522,238.20335260868404
30/11/2025 06:00,ARGO_LS_5,300.0,35.374027992331285,3.06143132533589,1.161960077720597,18.798243496946906,231.93128678686452
